0,5000
4,10000
22,20000
39,30000
45,40000
50,50000
54,60000
59,75000
70,75000
72,100000
79,120000
84,160000
87,200000
100,280000
102,300000
112,650000
142,950000
173,1140000
257,1500000
305,1700000
396,2000000
